pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PPLL	chr19	510001	520000	NA	0	NA	NA	NA
WWLL	chr19	510001	520000	NA	0	NA	NA	NA
CCPP	chr19	520001	530000	NA	0	NA	NA	NA
PPLL	chr19	520001	530000	NA	0	NA	NA	NA
WWLL	chr19	520001	530000	NA	0	NA	NA	NA
PPLL	chr19	530001	540000	NA	0	NA	NA	NA
CCPP	chr19	530001	540000	NA	0	NA	NA	NA
WWLL	chr19	530001	540000	NA	0	NA	NA	NA
CCPP	chr19	540001	550000	NA	0	NA	NA	NA
PPLL	chr19	540001	550000	NA	0	NA	NA	NA
WWLL	chr19	540001	550000	NA	0	NA	NA	NA
PPLL	chr19	550001	560000	NA	0	NA	NA	NA
WWLL	chr19	550001	560000	NA	0	NA	NA	NA
CCPP	chr19	550001	560000	NA	0	NA	NA	NA
PPLL	chr19	560001	570000	NA	0	NA	NA	NA
WWLL	chr19	560001	570000	NA	0	NA	NA	NA
CCPP	chr19	560001	570000	NA	0	NA	NA	NA
CCPP	chr19	570001	580000	NA	0	NA	NA	NA
PPLL	chr19	570001	580000	NA	0	NA	NA	NA
WWLL	chr19	570001	580000	NA	0	NA	NA	NA
CCPP	chr19	580001	590000	NA	0	NA	NA	NA
PPLL	chr19	580001	590000	NA	0	NA	NA	NA
WWLL	chr19	580001	590000	NA	0	NA	NA	NA
WWLL	chr19	590001	600000	NA	0	NA	NA	NA
PPLL	chr19	590001	600000	NA	0	NA	NA	NA
CCPP	chr19	590001	600000	NA	0	NA	NA	NA
CCPP	chr19	600001	610000	NA	0	NA	NA	NA
PPLL	chr19	600001	610000	NA	0	NA	NA	NA
WWLL	chr19	600001	610000	NA	0	NA	NA	NA
CCPP	chr19	610001	620000	NA	0	NA	NA	NA
PPLL	chr19	610001	620000	NA	0	NA	NA	NA
WWLL	chr19	610001	620000	NA	0	NA	NA	NA
WWLL	chr19	620001	630000	NA	0	NA	NA	NA
PPLL	chr19	620001	630000	NA	0	NA	NA	NA
CCPP	chr19	620001	630000	NA	0	NA	NA	NA
CCPP	chr19	630001	640000	NA	0	NA	NA	NA
PPLL	chr19	630001	640000	NA	0	NA	NA	NA
WWLL	chr19	630001	640000	NA	0	NA	NA	NA
CCPP	chr19	640001	650000	NA	0	NA	NA	NA
PPLL	chr19	640001	650000	NA	0	NA	NA	NA
WWLL	chr19	640001	650000	NA	0	NA	NA	NA
CCPP	chr19	650001	660000	NA	0	NA	NA	NA
PPLL	chr19	650001	660000	NA	0	NA	NA	NA
WWLL	chr19	650001	660000	NA	0	NA	NA	NA
WWLL	chr19	660001	670000	NA	0	NA	NA	NA
CCPP	chr19	660001	670000	NA	0	NA	NA	NA
PPLL	chr19	660001	670000	NA	0	NA	NA	NA
PPLL	chr19	670001	680000	NA	0	NA	NA	NA
WWLL	chr19	670001	680000	NA	0	NA	NA	NA
CCPP	chr19	670001	680000	NA	0	NA	NA	NA
WWLL	chr19	680001	690000	NA	0	NA	NA	NA
CCPP	chr19	680001	690000	NA	0	NA	NA	NA
PPLL	chr19	680001	690000	NA	0	NA	NA	NA
CCPP	chr19	690001	700000	NA	0	NA	NA	NA
PPLL	chr19	690001	700000	NA	0	NA	NA	NA
WWLL	chr19	690001	700000	NA	0	NA	NA	NA
CCPP	chr19	700001	710000	NA	0	NA	NA	NA
PPLL	chr19	700001	710000	NA	0	NA	NA	NA
WWLL	chr19	700001	710000	NA	0	NA	NA	NA
CCPP	chr19	710001	720000	NA	0	NA	NA	NA
PPLL	chr19	710001	720000	NA	0	NA	NA	NA
WWLL	chr19	710001	720000	NA	0	NA	NA	NA
CCPP	chr19	720001	730000	NA	0	NA	NA	NA
PPLL	chr19	720001	730000	NA	0	NA	NA	NA
WWLL	chr19	720001	730000	NA	0	NA	NA	NA
PPLL	chr19	730001	740000	NA	0	NA	NA	NA
WWLL	chr19	730001	740000	NA	0	NA	NA	NA
CCPP	chr19	730001	740000	NA	0	NA	NA	NA
CCPP	chr19	740001	750000	NA	0	NA	NA	NA
PPLL	chr19	740001	750000	NA	0	NA	NA	NA
WWLL	chr19	740001	750000	NA	0	NA	NA	NA
CCPP	chr19	750001	760000	NA	0	NA	NA	NA
PPLL	chr19	750001	760000	NA	0	NA	NA	NA
WWLL	chr19	750001	760000	NA	0	NA	NA	NA
PPLL	chr19	760001	770000	NA	0	NA	NA	NA
CCPP	chr19	760001	770000	NA	0	NA	NA	NA
WWLL	chr19	760001	770000	NA	0	NA	NA	NA
CCPP	chr19	770001	780000	NA	0	NA	NA	NA
PPLL	chr19	770001	780000	NA	0	NA	NA	NA
WWLL	chr19	770001	780000	NA	0	NA	NA	NA
PPLL	chr19	780001	790000	NA	0	NA	NA	NA
WWLL	chr19	780001	790000	NA	0	NA	NA	NA
CCPP	chr19	780001	790000	NA	0	NA	NA	NA
WWLL	chr19	790001	800000	NA	0	NA	NA	NA
CCPP	chr19	790001	800000	NA	0	NA	NA	NA
PPLL	chr19	790001	800000	NA	0	NA	NA	NA
CCPP	chr19	800001	810000	NA	0	NA	NA	NA
PPLL	chr19	800001	810000	NA	0	NA	NA	NA
WWLL	chr19	800001	810000	NA	0	NA	NA	NA
CCPP	chr19	810001	820000	NA	0	NA	NA	NA
PPLL	chr19	810001	820000	NA	0	NA	NA	NA
WWLL	chr19	810001	820000	NA	0	NA	NA	NA
CCPP	chr19	820001	830000	NA	0	NA	NA	NA
PPLL	chr19	820001	830000	NA	0	NA	NA	NA
WWLL	chr19	820001	830000	NA	0	NA	NA	NA
WWLL	chr19	830001	840000	NA	0	NA	NA	NA
CCPP	chr19	830001	840000	NA	0	NA	NA	NA
PPLL	chr19	830001	840000	NA	0	NA	NA	NA
WWLL	chr19	840001	850000	NA	0	NA	NA	NA
CCPP	chr19	840001	850000	NA	0	NA	NA	NA
PPLL	chr19	840001	850000	NA	0	NA	NA	NA
CCPP	chr19	850001	860000	NA	0	NA	NA	NA
PPLL	chr19	850001	860000	NA	0	NA	NA	NA
WWLL	chr19	850001	860000	NA	0	NA	NA	NA
CCPP	chr19	860001	870000	NA	0	NA	NA	NA
PPLL	chr19	860001	870000	NA	0	NA	NA	NA
WWLL	chr19	860001	870000	NA	0	NA	NA	NA
PPLL	chr19	870001	880000	NA	0	NA	NA	NA
CCPP	chr19	870001	880000	NA	0	NA	NA	NA
WWLL	chr19	870001	880000	NA	0	NA	NA	NA
PPLL	chr19	880001	890000	NA	0	NA	NA	NA
CCPP	chr19	880001	890000	NA	0	NA	NA	NA
WWLL	chr19	880001	890000	NA	0	NA	NA	NA
PPLL	chr19	890001	900000	NA	0	NA	NA	NA
CCPP	chr19	890001	900000	NA	0	NA	NA	NA
WWLL	chr19	890001	900000	NA	0	NA	NA	NA
WWLL	chr19	900001	910000	NA	0	NA	NA	NA
CCPP	chr19	900001	910000	NA	0	NA	NA	NA
PPLL	chr19	900001	910000	NA	0	NA	NA	NA
CCPP	chr19	910001	920000	NA	0	NA	NA	NA
PPLL	chr19	910001	920000	NA	0	NA	NA	NA
WWLL	chr19	910001	920000	NA	0	NA	NA	NA
CCPP	chr19	920001	930000	NA	0	NA	NA	NA
PPLL	chr19	920001	930000	NA	0	NA	NA	NA
WWLL	chr19	920001	930000	NA	0	NA	NA	NA
CCPP	chr19	930001	940000	NA	0	NA	NA	NA
PPLL	chr19	930001	940000	NA	0	NA	NA	NA
WWLL	chr19	930001	940000	NA	0	NA	NA	NA
CCPP	chr19	940001	950000	NA	0	NA	NA	NA
PPLL	chr19	940001	950000	NA	0	NA	NA	NA
WWLL	chr19	940001	950000	NA	0	NA	NA	NA
CCPP	chr19	950001	960000	NA	0	NA	NA	NA
PPLL	chr19	950001	960000	NA	0	NA	NA	NA
WWLL	chr19	950001	960000	NA	0	NA	NA	NA
CCPP	chr19	960001	970000	NA	0	NA	NA	NA
PPLL	chr19	960001	970000	NA	0	NA	NA	NA
WWLL	chr19	960001	970000	NA	0	NA	NA	NA
CCPP	chr19	970001	980000	NA	0	NA	NA	NA
PPLL	chr19	970001	980000	NA	0	NA	NA	NA
WWLL	chr19	970001	980000	NA	0	NA	NA	NA
CCPP	chr19	980001	990000	NA	0	NA	NA	NA
PPLL	chr19	980001	990000	NA	0	NA	NA	NA
WWLL	chr19	980001	990000	NA	0	NA	NA	NA
CCPP	chr19	990001	1000000	NA	0	NA	NA	NA
PPLL	chr19	990001	1000000	NA	0	NA	NA	NA
WWLL	chr19	990001	1000000	NA	0	NA	NA	NA
WWLL	chr19	1000001	1010000	NA	0	NA	NA	NA
PPLL	chr19	1000001	1010000	NA	0	NA	NA	NA
CCPP	chr19	1000001	1010000	NA	0	NA	NA	NA
CCPP	chr19	1010001	1020000	NA	0	NA	NA	NA
PPLL	chr19	1010001	1020000	NA	0	NA	NA	NA
WWLL	chr19	1010001	1020000	NA	0	NA	NA	NA
PPLL	chr19	1020001	1030000	NA	0	NA	NA	NA
CCPP	chr19	1020001	1030000	NA	0	NA	NA	NA
WWLL	chr19	1020001	1030000	NA	0	NA	NA	NA
CCPP	chr19	1030001	1040000	NA	0	NA	NA	NA
PPLL	chr19	1030001	1040000	NA	0	NA	NA	NA
WWLL	chr19	1030001	1040000	NA	0	NA	NA	NA
PPLL	chr19	1040001	1050000	NA	0	NA	NA	NA
WWLL	chr19	1040001	1050000	NA	0	NA	NA	NA
CCPP	chr19	1040001	1050000	NA	0	NA	NA	NA
WWLL	chr19	1050001	1060000	NA	0	NA	NA	NA
PPLL	chr19	1050001	1060000	NA	0	NA	NA	NA
CCPP	chr19	1050001	1060000	NA	0	NA	NA	NA
WWLL	chr19	1060001	1070000	NA	0	NA	NA	NA
PPLL	chr19	1060001	1070000	NA	0	NA	NA	NA
CCPP	chr19	1060001	1070000	NA	0	NA	NA	NA
CCPP	chr19	1070001	1080000	NA	0	NA	NA	NA
PPLL	chr19	1070001	1080000	NA	0	NA	NA	NA
WWLL	chr19	1070001	1080000	NA	0	NA	NA	NA
CCPP	chr19	1080001	1090000	NA	0	NA	NA	NA
PPLL	chr19	1080001	1090000	NA	0	NA	NA	NA
WWLL	chr19	1080001	1090000	NA	0	NA	NA	NA
PPLL	chr19	1090001	1100000	NA	0	NA	NA	NA
CCPP	chr19	1090001	1100000	NA	0	NA	NA	NA
WWLL	chr19	1090001	1100000	NA	0	NA	NA	NA
CCPP	chr19	1100001	1110000	NA	0	NA	NA	NA
PPLL	chr19	1100001	1110000	NA	0	NA	NA	NA
WWLL	chr19	1100001	1110000	NA	0	NA	NA	NA
CCPP	chr19	1110001	1120000	NA	0	NA	NA	NA
PPLL	chr19	1110001	1120000	NA	0	NA	NA	NA
WWLL	chr19	1110001	1120000	NA	0	NA	NA	NA
WWLL	chr19	1120001	1130000	NA	0	NA	NA	NA
CCPP	chr19	1120001	1130000	NA	0	NA	NA	NA
PPLL	chr19	1120001	1130000	NA	0	NA	NA	NA
WWLL	chr19	1130001	1140000	NA	0	NA	NA	NA
CCPP	chr19	1130001	1140000	NA	0	NA	NA	NA
PPLL	chr19	1130001	1140000	NA	0	NA	NA	NA
CCPP	chr19	1140001	1150000	NA	0	NA	NA	NA
PPLL	chr19	1140001	1150000	NA	0	NA	NA	NA
WWLL	chr19	1140001	1150000	NA	0	NA	NA	NA
CCPP	chr19	1150001	1160000	NA	0	NA	NA	NA
PPLL	chr19	1150001	1160000	NA	0	NA	NA	NA
WWLL	chr19	1150001	1160000	NA	0	NA	NA	NA
PPLL	chr19	1160001	1170000	NA	0	NA	NA	NA
CCPP	chr19	1160001	1170000	NA	0	NA	NA	NA
WWLL	chr19	1160001	1170000	NA	0	NA	NA	NA
CCPP	chr19	1170001	1180000	NA	0	NA	NA	NA
PPLL	chr19	1170001	1180000	NA	0	NA	NA	NA
WWLL	chr19	1170001	1180000	NA	0	NA	NA	NA
CCPP	chr19	1180001	1190000	NA	0	NA	NA	NA
PPLL	chr19	1180001	1190000	NA	0	NA	NA	NA
WWLL	chr19	1180001	1190000	NA	0	NA	NA	NA
PPLL	chr19	1190001	1200000	NA	0	NA	NA	NA
WWLL	chr19	1190001	1200000	NA	0	NA	NA	NA
CCPP	chr19	1190001	1200000	NA	0	NA	NA	NA
WWLL	chr19	1200001	1210000	NA	0	NA	NA	NA
CCPP	chr19	1200001	1210000	NA	0	NA	NA	NA
PPLL	chr19	1200001	1210000	NA	0	NA	NA	NA
WWLL	chr19	1210001	1220000	NA	0	NA	NA	NA
PPLL	chr19	1210001	1220000	NA	0	NA	NA	NA
CCPP	chr19	1210001	1220000	NA	0	NA	NA	NA
WWLL	chr19	1220001	1230000	NA	0	NA	NA	NA
PPLL	chr19	1220001	1230000	NA	0	NA	NA	NA
CCPP	chr19	1220001	1230000	NA	0	NA	NA	NA
WWLL	chr19	1230001	1240000	NA	0	NA	NA	NA
PPLL	chr19	1230001	1240000	NA	0	NA	NA	NA
CCPP	chr19	1230001	1240000	NA	0	NA	NA	NA
WWLL	chr19	1240001	1250000	NA	0	NA	NA	NA
PPLL	chr19	1240001	1250000	NA	0	NA	NA	NA
CCPP	chr19	1240001	1250000	NA	0	NA	NA	NA
CCPP	chr19	1250001	1260000	NA	0	NA	NA	NA
WWLL	chr19	1250001	1260000	NA	0	NA	NA	NA
PPLL	chr19	1250001	1260000	NA	0	NA	NA	NA
WWLL	chr19	1260001	1270000	NA	0	NA	NA	NA
PPLL	chr19	1260001	1270000	NA	0	NA	NA	NA
CCPP	chr19	1260001	1270000	NA	0	NA	NA	NA
WWLL	chr19	1270001	1280000	NA	0	NA	NA	NA
PPLL	chr19	1270001	1280000	NA	0	NA	NA	NA
CCPP	chr19	1270001	1280000	NA	0	NA	NA	NA
WWLL	chr19	1280001	1290000	NA	0	NA	NA	NA
PPLL	chr19	1280001	1290000	NA	0	NA	NA	NA
CCPP	chr19	1280001	1290000	NA	0	NA	NA	NA
PPLL	chr19	1290001	1300000	NA	0	NA	NA	NA
CCPP	chr19	1290001	1300000	NA	0	NA	NA	NA
WWLL	chr19	1290001	1300000	NA	0	NA	NA	NA
CCPP	chr19	1300001	1310000	NA	0	NA	NA	NA
PPLL	chr19	1300001	1310000	NA	0	NA	NA	NA
WWLL	chr19	1300001	1310000	NA	0	NA	NA	NA
PPLL	chr19	1310001	1320000	NA	0	NA	NA	NA
WWLL	chr19	1310001	1320000	NA	0	NA	NA	NA
CCPP	chr19	1310001	1320000	NA	0	NA	NA	NA
CCPP	chr19	1320001	1330000	NA	0	NA	NA	NA
PPLL	chr19	1320001	1330000	NA	0	NA	NA	NA
WWLL	chr19	1320001	1330000	NA	0	NA	NA	NA
CCPP	chr19	1330001	1340000	NA	0	NA	NA	NA
PPLL	chr19	1330001	1340000	NA	0	NA	NA	NA
WWLL	chr19	1330001	1340000	NA	0	NA	NA	NA
CCPP	chr19	1340001	1350000	NA	0	NA	NA	NA
PPLL	chr19	1340001	1350000	NA	0	NA	NA	NA
WWLL	chr19	1340001	1350000	NA	0	NA	NA	NA
CCPP	chr19	1350001	1360000	NA	0	NA	NA	NA
PPLL	chr19	1350001	1360000	NA	0	NA	NA	NA
WWLL	chr19	1350001	1360000	NA	0	NA	NA	NA
WWLL	chr19	1360001	1370000	NA	0	NA	NA	NA
PPLL	chr19	1360001	1370000	NA	0	NA	NA	NA
CCPP	chr19	1360001	1370000	NA	0	NA	NA	NA
CCPP	chr19	1370001	1380000	NA	0	NA	NA	NA
WWLL	chr19	1370001	1380000	NA	0	NA	NA	NA
PPLL	chr19	1370001	1380000	NA	0	NA	NA	NA
PPLL	chr19	1380001	1390000	NA	0	NA	NA	NA
CCPP	chr19	1380001	1390000	NA	0	NA	NA	NA
WWLL	chr19	1380001	1390000	NA	0	NA	NA	NA
PPLL	chr19	1390001	1400000	NA	0	NA	NA	NA
WWLL	chr19	1390001	1400000	NA	0	NA	NA	NA
CCPP	chr19	1390001	1400000	NA	0	NA	NA	NA
CCPP	chr19	1400001	1410000	NA	0	NA	NA	NA
PPLL	chr19	1400001	1410000	NA	0	NA	NA	NA
WWLL	chr19	1400001	1410000	NA	0	NA	NA	NA
CCPP	chr19	1410001	1420000	NA	0	NA	NA	NA
PPLL	chr19	1410001	1420000	NA	0	NA	NA	NA
WWLL	chr19	1410001	1420000	NA	0	NA	NA	NA
CCPP	chr19	1420001	1430000	NA	0	NA	NA	NA
PPLL	chr19	1420001	1430000	NA	0	NA	NA	NA
WWLL	chr19	1420001	1430000	NA	0	NA	NA	NA
CCPP	chr19	1430001	1440000	NA	0	NA	NA	NA
PPLL	chr19	1430001	1440000	NA	0	NA	NA	NA
WWLL	chr19	1430001	1440000	NA	0	NA	NA	NA
CCPP	chr19	1440001	1450000	NA	0	NA	NA	NA
PPLL	chr19	1440001	1450000	NA	0	NA	NA	NA
WWLL	chr19	1440001	1450000	NA	0	NA	NA	NA
CCPP	chr19	1450001	1460000	NA	0	NA	NA	NA
PPLL	chr19	1450001	1460000	NA	0	NA	NA	NA
WWLL	chr19	1450001	1460000	NA	0	NA	NA	NA
PPLL	chr19	1460001	1470000	NA	0	NA	NA	NA
CCPP	chr19	1460001	1470000	NA	0	NA	NA	NA
WWLL	chr19	1460001	1470000	NA	0	NA	NA	NA
CCPP	chr19	1470001	1480000	NA	0	NA	NA	NA
PPLL	chr19	1470001	1480000	NA	0	NA	NA	NA
WWLL	chr19	1470001	1480000	NA	0	NA	NA	NA
CCPP	chr19	1480001	1490000	NA	0	NA	NA	NA
PPLL	chr19	1480001	1490000	NA	0	NA	NA	NA
WWLL	chr19	1480001	1490000	NA	0	NA	NA	NA
WWLL	chr19	1490001	1500000	NA	0	NA	NA	NA
PPLL	chr19	1490001	1500000	NA	0	NA	NA	NA
CCPP	chr19	1490001	1500000	NA	0	NA	NA	NA
CCPP	chr19	1500001	1510000	NA	0	NA	NA	NA
WWLL	chr19	1500001	1510000	NA	0	NA	NA	NA
PPLL	chr19	1500001	1510000	NA	0	NA	NA	NA
CCPP	chr19	1510001	1520000	NA	0	NA	NA	NA
PPLL	chr19	1510001	1520000	NA	0	NA	NA	NA
WWLL	chr19	1510001	1520000	NA	0	NA	NA	NA
CCPP	chr19	1520001	1530000	NA	0	NA	NA	NA
PPLL	chr19	1520001	1530000	NA	0	NA	NA	NA
WWLL	chr19	1520001	1530000	NA	0	NA	NA	NA
CCPP	chr19	1530001	1540000	NA	0	NA	NA	NA
PPLL	chr19	1530001	1540000	NA	0	NA	NA	NA
WWLL	chr19	1530001	1540000	NA	0	NA	NA	NA
CCPP	chr19	1540001	1550000	NA	0	NA	NA	NA
PPLL	chr19	1540001	1550000	NA	0	NA	NA	NA
WWLL	chr19	1540001	1550000	NA	0	NA	NA	NA
CCPP	chr19	1550001	1560000	NA	0	NA	NA	NA
PPLL	chr19	1550001	1560000	NA	0	NA	NA	NA
